prix_ttc_eur,energie,boite_de_vitesses,couleur,type_vehicule,provenance,premiere_main,kilometrage,puissance_fiscale,puissance_reelle,portes,places,longueur,largeur,hauteur,poids,volume_coffre,air_quality_icon,ville,age_ans,marque,modele
18299,essence,manuelle,gris,berline,société,non,10873.0,5.0,102.0,5,5,4.055,"1,745 m","1,43 m",1090.0,352.0,crit'air niveau 1,chambray-lès-tours,0.8076659822039699,1.2,100ch
35678,essence micro hybride,automatique,noir,suv,loueur,non,5.0,7.0,136.0,5,5,4.542,"1,934 m","1,641 m",1573.0,520.0,,bourg-en-bresse,0.4188911704312115,1.2,hybrid
19899,essence micro hybride,automatique,rouge,berline,loueur,non,23464.0,5.0,100.0,5,5,4.055,"1,765 m","1,43 m",1175.0,352.0,,grenoble,1.5003422313483916,1.2,hybrid
9680,essence,manuelle,gris,suv,particulier,non,87899.0,5.0,110.0,5,5,4.154,"1,74 m","1,597 m",1159.0,410.0,crit'air niveau 1,bourg-en-bresse,7.241615331964408,puretech,110ch
18499,essence,manuelle,vert,berline,loueur,oui,13861.0,6.0,110.0,5,5,4.099,"1,848 m","1,535 m",1031.0,328.0,crit'air niveau 1,loison-sous-lens,0.6543463381245722,1.0,tce
26999,hybride,automatique,noir,suv,société,non,18366.0,5.0,94.0,5,5,4.568,"1,82 m","1,571 m",1360.0,480.0,crit'air niveau 1,pertuis,1.4647501711156743,1.6,e-tech
19989,essence micro hybride,automatique,gris,berline,loueur,non,22676.0,5.0,100.0,5,5,4.055,"1,745 m","1,43 m",1175.0,352.0,,grenoble,1.0376454483230664,1.2,hybrid
16799,essence,manuelle,bi-ton,suv,particulier,non,63568.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1107.0,536.0,crit'air niveau 1,nanteuil-les-meaux,3.3347022587268995,1.0,tce
22499,essence micro hybride,automatique,noir,suv,loueur,non,22276.0,7.0,140.0,5,5,4.568,"1,821 m","1,571 m",1261.0,513.0,,liévin,1.6372347707049966,1.3,tce
26499,essence micro hybride,automatique,gris,suv,société,non,24867.0,7.0,136.0,5,5,4.304,"1,815 m","1,55 m",1297.0,434.0,,chinon,0.917180013689254,1.2,hybrid
14299,gpl,manuelle,gris,berline,particulier,non,62259.0,5.0,100.0,5,5,4.05,"1,798 m","1,44 m",1150.0,,crit'air niveau 1,coquelles,4.027378507871321,1.0,tce
13580,essence,manuelle,orange,suv,loueur,non,72711.0,5.0,102.0,5,5,4.3,"1,77 m","1,55 m",1192.0,405.0,crit'air niveau 1,bourg-en-bresse,4.358658453114305,1.2,puretech
17499,diesel,manuelle,orange,berline,auto-école,oui,34770.0,5.0,100.0,5,5,4.053,"1,798 m","1,44 m",1173.0,366.0,crit'air niveau 2,reims,1.5331964407939767,1.5,blue
13790,essence,manuelle,rouge,berline,particulier,non,54514.0,5.0,91.0,5,5,4.099,"1,848 m","1,535 m",1021.0,328.0,crit'air niveau 1,davezieux,3.164955509924709,1.0,tce
15499,essence bioéthanol,manuelle,blanc,suv,société,oui,46883.0,6.0,125.0,5,5,4.186,"1,805 m","1,537 m",1205.0,456.0,,vitry-sur-seine,3.6030116358658453,1.0,flexifuel
15499,electrique,automatique,violet,berline,loueur,oui,17441.0,4.0,109.0,5,5,4.087,"1,787 m","1,562 m",1427.0,338.0,crit'air niveau 0,laon,3.4195756331279945,e-tech,evolution
26389,essence micro hybride,automatique,blanc,berline,loueur,non,3876.0,7.0,136.0,5,5,4.35,"1,834 m","1,525 m",1328.0,380.0,,la ravoire,0.4407939767282683,1.2,hybride
14900,essence,manuelle,blanc,berline,société,non,28262.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,vienne,2.6639288158795345,1.0,tce
18999,essence,automatique,gris,suv,loueur,oui,72842.0,8.0,150.0,5,5,4.341,"1,804 m",,1188.0,1478.0,crit'air niveau 1,mexy,3.5811088295687883,1.3,tce
11999,essence,manuelle,blanc,berline,loueur,non,9159.0,6.0,110.0,5,5,3.996,"1,749 m","1,474 m",1090.0,300.0,crit'air niveau 1,sézanne,2.507871321013005,1.2,puretech
18490,gpl,manuelle,vert,suv,particulier,non,41478.0,5.0,101.0,5,5,4.341,"1,804 m",,1230.0,478.0,crit'air niveau 1,chauny,2.861054072553046,1.0,eco-g
18499,essence,automatique,,berline,particulier,non,27224.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1133.0,265.0,crit'air niveau 1,beauvais,2.132785763175907,1.2,puretech
20299,hybride,automatique,gris,berline,loueur,non,30410.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1163.0,300.0,crit'air niveau 1,sézanne,2.5544147843942504,1.6,e-tech
15499,essence,manuelle,rouge,berline,auto-école,oui,60856.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,soissons,1.51129363449692,1.0,tce
33699,essence micro hybride,automatique,gris,suv,particulier,non,300.0,7.0,136.0,5,5,4.542,"1,934 m","1,641 m",1573.0,520.0,,urrugne,0.33401779603011633,1.2,hybrid
14999,gpl,manuelle,bleu,berline,société,non,37567.0,5.0,100.0,5,5,4.053,"1,798 m","1,44 m",1084.0,318.0,crit'air niveau 1,hirson,2.729637234770705,1.0,tce
9900,essence,automatique,bi-ton,suv,particulier,oui,101830.0,6.0,110.0,5,5,4.154,"1,74 m","1,597 m",1203.0,410.0,crit'air niveau 1,albertville,7.340177960301164,puretech,110ch
14499,diesel,manuelle,gris,berline,loueur,oui,76829.0,5.0,102.0,5,5,4.055,"1,745 m","1,43 m",1090.0,265.0,crit'air niveau 2,poitiers,3.1047227926078027,1.5,bluehdi
14299,electrique,automatique,violet,berline,particulier,non,41348.0,4.0,109.0,5,5,4.087,"1,787 m","1,562 m",1427.0,338.0,crit'air niveau 0,longuenesse,3.3401779603011637,e-tech,equilibre
25899,hybride,automatique,rouge,suv,loueur,non,54000.0,10.0,181.0,5,5,4.447,"1,841 m","1,624 m",1761.0,395.0,crit'air niveau 1,poitiers,3.0855578370978782,hybrid,225ch
25999,hybride,automatique,noir,suv,loueur,non,8512.0,5.0,94.0,5,5,4.239,"1,797 m","1,575 m",1295.0,440.0,crit'air niveau 1,albertville,1.434633812457221,1.6,e-tech
17899,diesel,manuelle,gris,suv,loueur,non,66845.0,6.0,116.0,5,5,4.341,"1,804 m",,1320.0,1485.0,crit'air niveau 2,arras,4.090349075975359,1.5,blue
15299,essence,manuelle,gris,berline,loueur,non,16918.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1090.0,352.0,crit'air niveau 1,pau,1.4154688569472964,1.2,puretech
25990,essence micro hybride,automatique,gris,suv,loueur,non,21168.0,7.0,136.0,5,5,4.304,"1,775 m","1,55 m",1297.0,434.0,,grenoble,1.3388090349075976,1.2,hybrid
9576,essence,manuelle,blanc,berline,particulier,non,72274.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",,300.0,crit'air niveau 1,charleville-mézières,5.103353867214237,1.2,puretech
14999,essence,manuelle,jaune,berline,loueur,non,8766.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1090.0,352.0,crit'air niveau 1,beauvais,1.5003422313483916,1.2,puretech
13499,electrique,automatique,bleu,berline,particulier,non,54477.0,4.0,109.0,5,5,4.087,"1,787 m","1,562 m",1502.0,338.0,crit'air niveau 0,sézanne,3.8576317590691307,e-tech,intens
23999,essence micro hybride,automatique,rouge,suv,importation,non,17050.0,8.0,155.0,5,5,4.186,"1,805 m","1,537 m",1259.0,456.0,,chinon,2.7624914442162902,1.0,ecoboost
18199,essence,automatique,gris,berline,loueur,non,40127.0,7.0,140.0,5,5,4.359,"1,814 m","1,447 m",1167.0,473.0,crit'air niveau 1,hénin-beaumont,3.704312114989733,1.3,tce
13499,electrique,automatique,gris,berline,loueur,non,35142.0,4.0,109.0,5,5,4.087,"1,787 m","1,562 m",1427.0,338.0,crit'air niveau 0,metz,3.7371663244353184,e-tech,business
19499,essence micro hybride,automatique,noir,suv,loueur,non,36888.0,7.0,140.0,5,5,4.568,"1,821 m","1,571 m",1261.0,513.0,,metz,2.0533880903490758,1.3,tce
14999,diesel,manuelle,blanc,berline,société,oui,47126.0,5.0,100.0,5,5,4.05,"1,798 m","1,44 m",1173.0,366.0,crit'air niveau 2,villemomble,3.0937713894592744,1.5,blue
25999,essence micro hybride,automatique,gris,suv,société,non,18614.0,7.0,136.0,5,5,4.304,"1,775 m","1,55 m",1297.0,434.0,,saint-cyr-sur-loire,0.8898015058179329,1.2,hybrid
15399,essence,manuelle,gris,berline,loueur,non,25596.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,châlons-en-champagne,2.316221765913758,1.0,tce
39299,essence micro hybride,automatique,gris,suv,,non,6.0,7.0,136.0,5,5,4.542,"1,934 m","1,641 m",1573.0,520.0,,pau,0.4188911704312115,1.2,hybrid
14280,essence,automatique,blanc,berline,loueur,oui,24200.0,6.0,110.0,5,5,3.996,"1,749 m","1,474 m",1090.0,300.0,crit'air niveau 1,reims,2.9349760438056127,1.2,puretech
19999,essence,manuelle,noir,berline,société,non,56099.0,7.0,136.0,3,4,3.863,"1,727 m","1,414 m",1150.0,211.0,crit'air niveau 1,mées,3.4934976043805612,cooper,136ch
31999,essence micro hybride,automatique,bleu,suv,société,non,37541.0,7.0,136.0,5,5,4.542,"1,934 m","1,641 m",1573.0,520.0,,saint-cyr-sur-loire,0.6680355920602327,1.2,hybrid
10499,essence,manuelle,blanc,berline,auto-école,non,46949.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,poitiers,3.049965776865161,1.2,puretech
19499,hybride,automatique,bleu,suv,société,non,39600.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1461.0,440.0,crit'air niveau 1,vitry-sur-seine,4.177960301163586,1.6,e-tech
22899,hybride rechargeable,automatique,blanc,berline,loueur,non,27646.0,5.0,92.0,5,5,4.359,"1,814 m","1,447 m",1455.0,308.0,crit'air niveau 1,annemasse,2.724161533196441,1.6,e-tech
17280,gpl,manuelle,vert,berline,société,non,9608.0,5.0,101.0,5,5,4.099,"1,848 m","1,535 m",1079.0,328.0,crit'air niveau 1,salaise sur sanne,1.1964407939767283,1.0,eco-g
19979,essence,automatique,noir,suv,particulier,non,35422.0,8.0,156.0,5,5,4.3,"1,77 m","1,55 m",1205.0,405.0,crit'air niveau 1,seynod,4.424366872005476,1.2,puretech
14799,essence,manuelle,gris,berline,société,non,30231.0,4.0,67.0,5,5,4.05,"1,798 m","1,44 m",953.0,391.0,crit'air niveau 1,valence,2.2505133470225873,1.0,sce
27987,essence micro hybride,automatique,gris,suv,loueur,non,23143.0,8.0,158.0,5,5,4.425,"1,835 m","1,625 m",1375.0,504.0,,vénissieux,1.943874058863792,1.3,mild
17299,diesel,manuelle,gris,berline,société,non,18683.0,5.0,100.0,5,5,4.05,"1,798 m","1,44 m",1173.0,366.0,crit'air niveau 2,nanteuil-les-meaux,2.458590006844627,1.5,blue
15499,essence,manuelle,jaune,berline,loueur,oui,14734.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1090.0,352.0,crit'air niveau 1,aix-en-provence,1.5578370978781657,1.2,puretech
15729,essence,manuelle,gris,berline,société,non,8263.0,4.0,67.0,5,5,4.05,"1,798 m","1,44 m",953.0,391.0,crit'air niveau 1,valence,2.2505133470225873,1.0,sce
23980,diesel,automatique,gris,berline,loueur,non,45000.0,7.0,131.0,5,5,4.367,"1,859 m","1,441 m",1361.0,412.0,crit'air niveau 2,bourg-en-bresse,1.514031485284052,1.5,bluehdi
14999,essence,manuelle,noir,berline,loueur,non,8617.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,sains-en-gohelle,2.242299794661191,1.0,tce
22499,essence micro hybride,automatique,gris,suv,particulier,non,21086.0,7.0,140.0,5,5,4.568,"1,821 m","1,571 m",1261.0,513.0,,lomme,3.3429158110882957,1.3,tce
11198,essence,manuelle,blanc,berline,loueur,non,33345.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,eybens,3.561943874058864,1.2,puretech
35799,hybride,automatique,noir,suv,,oui,43445.0,11.0,200.0,5,5,4.447,"1,841 m","1,624 m",1833.0,395.0,crit'air niveau 1,poitiers,2.431211498973306,hybrid4,300ch
12480,essence,manuelle,jaune,berline,,non,32947.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,eybens,2.0588637919233403,1.2,puretech
17999,essence,manuelle,gris,suv,particulier,non,17761.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1107.0,536.0,crit'air niveau 1,bassussarry,1.6837782340862424,1.0,tce
11514,essence,manuelle,bi-ton,berline,loueur,non,41799.0,6.0,110.0,5,5,3.996,"1,749 m","1,474 m",1090.0,300.0,crit'air niveau 1,bellignat,4.254620123203286,1.2,puretech
15499,essence,manuelle,noir,berline,loueur,non,13188.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,carvin,2.113620807665982,1.0,tce
13990,essence,manuelle,gris,berline,particulier,oui,35257.0,6.0,110.0,5,5,3.996,"1,749 m","1,474 m",1090.0,300.0,crit'air niveau 1,bassussarry,1.998631074606434,1.2,puretech
24290,hybride,automatique,gris,berline,société,non,8.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1163.0,301.0,crit'air niveau 1,pontarlier,0.1697467488021903,1.6,e-tech
31999,hybride rechargeable,automatique,noir,suv,,oui,5.0,5.0,98.0,5,5,4.545,"1,805 m","1,68 m",1900.0,626.0,crit'air niveau 1,aix-en-provence,0.8788501026694046,2.4,mivec
15999,essence,manuelle,gris,suv,loueur,non,43973.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1107.0,536.0,crit'air niveau 1,saint-victoret,3.62217659137577,1.0,tce
15299,essence,manuelle,gris,berline,particulier,non,29835.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,hirson,2.729637234770705,1.0,tce
22799,hybride,automatique,blanc,suv,loueur,non,34018.0,5.0,94.0,5,5,4.568,"1,821 m","1,571 m",1360.0,480.0,crit'air niveau 1,laon,3.0088980150581794,1.6,e-tech
14499,essence,manuelle,orange,berline,particulier,oui,34204.0,5.0,91.0,5,5,4.099,"1,848 m","1,535 m",1021.0,328.0,crit'air niveau 1,niort,2.836413415468857,1.0,tce
11499,essence,manuelle,jaune,berline,loueur,non,15587.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,poitiers,2.836413415468857,1.2,puretech
12999,essence,manuelle,gris,berline,société,oui,13962.0,4.0,75.0,5,5,4.055,"1,765 m","1,43 m",980.0,309.0,crit'air niveau 1,niort,2.6694045174537986,1.2,puretech
11399,essence,manuelle,gris,berline,particulier,oui,38067.0,4.0,65.0,5,4,3.615,"1,646 m","1,541 m",981.0,219.0,crit'air niveau 1,nieppe,4.358658453114305,1.0,sce
17980,gpl,manuelle,bi-ton,suv,loueur,non,18218.0,5.0,101.0,5,5,4.227,"1,797 m","1,576 m",1164.0,536.0,crit'air niveau 1,bourg-en-bresse,1.3661875427789185,1.0,eco-g
22480,essence micro hybride,automatique,noir,suv,société,non,26500.0,7.0,140.0,5,5,4.568,"1,82 m","1,571 m",1261.0,513.0,,valence,1.4948665297741273,1.3,tce
11209,essence,manuelle,bi-ton,berline,loueur,non,37741.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,dizy,4.41615331964408,1.2,essence
20999,essence,automatique,bleu,berline,loueur,non,36516.0,7.0,140.0,5,5,4.359,"1,814 m","1,447 m",1270.0,473.0,crit'air niveau 1,arras,1.9739904175222451,1.3,tce
18499,hybride,automatique,bleu,berline,particulier,oui,37571.0,5.0,90.0,5,5,4.05,"1,798 m","1,44 m",1163.0,300.0,crit'air niveau 1,lomme,3.36208076659822,1.6,e-tech
26999,hybride,automatique,gris,berline,loueur,non,2781.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1163.0,301.0,crit'air niveau 1,soissons,0.2929500342231348,1.6,e-tech
31999,hybride rechargeable,automatique,gris,suv,,non,5.0,5.0,98.0,5,5,4.545,"1,805 m","1,68 m",1900.0,626.0,crit'air niveau 1,vénissieux,0.8706365503080082,2.4,mivec
26490,hybride,automatique,noir,suv,particulier,non,40000.0,8.0,190.0,5,5,4.425,"1,835 m","1,625 m",1610.0,504.0,crit'air niveau 1,valence,2.647501711156742,e-power,190ch
17999,gpl,manuelle,vert,berline,loueur,non,3506.0,5.0,101.0,5,5,4.099,"1,848 m","1,535 m",1079.0,328.0,crit'air niveau 1,mexy,0.5804243668720055,1.0,eco-g
8889,electrique,automatique,noir,berline,auto-école,non,64663.0,1.0,109.0,5,5,4.087,,"1,562 m",1502.0,338.0,crit'air niveau 0,châlons-en-champagne,4.876112251882272,business,charge
26999,essence,automatique,gris,berline,particulier,oui,30770.0,7.0,136.0,3,4,3.863,"1,727 m","1,414 m",1175.0,211.0,crit'air niveau 1,mérignac,2.3408624229979464,cooper,136ch
15799,diesel,manuelle,blanc,berline,loueur,non,75064.0,6.0,115.0,5,5,4.359,"1,814 m","1,447 m",1437.0,384.0,crit'air niveau 2,villers-cotterêts,4.810403832991102,1.5,blue
14899,essence,manuelle,jaune,berline,société,oui,6426.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1090.0,352.0,crit'air niveau 1,niort,1.6372347707049966,1.2,puretech
11780,essence,manuelle,blanc,suv,particulier,non,53800.0,7.0,128.0,5,5,4.159,"1,829 m","1,556 m",1155.0,350.0,crit'air niveau 1,reims,6.770704996577686,1.2,puretech
15699,gpl,manuelle,noir,suv,loueur,oui,83222.0,5.0,101.0,5,5,4.341,"1,804 m",,1214.0,1478.0,crit'air niveau 1,wormhout,4.010951403148528,1.0,eco-g
14499,essence,manuelle,gris,berline,loueur,non,62221.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1082.0,391.0,crit'air niveau 1,laon,4.26009582477755,1.0,tce
12999,essence,manuelle,gris,berline,particulier,oui,36154.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,nieppe,2.7871321013004793,1.0,tce
23799,electrique,automatique,gris,berline,société,non,9500.0,4.0,156.0,5,5,4.055,"1,765 m","1,43 m",1455.0,265.0,crit'air niveau 0,pau,1.2484599589322383,e-208,156ch
26299,hybride,automatique,gris,suv,particulier,non,40440.0,10.0,181.0,5,5,4.447,"1,841 m","1,624 m",1761.0,395.0,crit'air niveau 1,saint-cyr-sur-loire,3.7946611909650922,hybrid,225ch
12999,essence,manuelle,blanc,berline,loueur,non,9257.0,4.0,65.0,5,4,3.615,"1,646 m","1,541 m",900.0,219.0,crit'air niveau 1,wormhout,2.91854893908282,1.0,sce
20799,essence micro hybride,manuelle,blanc,suv,société,non,23364.0,6.0,126.0,5,5,4.186,"1,805 m","1,537 m",1226.0,456.0,,nanterre,1.3607118412046544,1.0,ecoboost
15999,essence,manuelle,orange,berline,société,oui,15488.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,châtellerault,1.8590006844626967,1.0,tce
17299,diesel,manuelle,bleu,suv,particulier,non,68007.0,6.0,116.0,5,5,4.341,"1,804 m",,1320.0,1485.0,crit'air niveau 2,lomme,4.774811772758385,1.5,blue
14499,gpl,manuelle,blanc,berline,particulier,oui,17422.0,5.0,101.0,5,5,4.099,"1,848 m","1,535 m",1079.0,328.0,crit'air niveau 1,longuenesse,3.0636550308008212,1.0,eco-g
29990,hybride rechargeable,automatique,gris,suv,loueur,oui,67799.0,5.0,98.0,5,5,4.545,"1,805 m","1,68 m",1900.0,626.0,crit'air niveau 1,reims,2.647501711156742,2.4,mivec
13989,diesel,manuelle,gris,suv,particulier,non,114526.0,6.0,109.0,5,5,4.3,"1,77 m","1,55 m",1205.0,405.0,crit'air niveau 2,bourgoin-jallieu,4.164271047227926,1.5,bluehdi
17999,essence,manuelle,noir,suv,loueur,oui,7752.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1107.0,536.0,crit'air niveau 1,reims,1.4072553045859,1.0,tce
11809,essence,manuelle,blanc,berline,loueur,non,38052.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,chambéry,2.510609171800137,1.2,puretech
12480,essence,manuelle,bi-ton,berline,loueur,oui,16700.0,4.0,83.0,5,5,3.996,"1,749 m","1,474 m",980.0,300.0,crit'air niveau 1,reims,2.8227241615331966,1.2,puretech
15999,essence,manuelle,gris,berline,loueur,non,22945.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,aix-en-provence,1.212867898699521,1.0,tce
37988,electrique,automatique,blanc,suv,société,non,7500.0,7.0,210.0,5,5,4.542,"1,895 m","1,641 m",2108.0,520.0,crit'air niveau 0,bourgoin-jallieu,1.1690622861054072,electrique,210ch
15688,essence,manuelle,noir,berline,loueur,non,17931.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,bourgoin-jallieu,1.998631074606434,1.0,tce
16499,electrique,automatique,violet,berline,particulier,oui,42933.0,4.0,136.0,5,5,4.087,"1,787 m","1,562 m",1427.0,338.0,crit'air niveau 0,troyes,3.299110198494182,e-tech,techno
15999,essence,manuelle,jaune,berline,loueur,non,5268.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1090.0,352.0,crit'air niveau 1,beauvais,1.4455852156057496,1.2,puretech
29499,hybride,automatique,vert,suv,loueur,non,3365.0,5.0,94.0,5,5,4.343,"1,921 m","1,616 m",1305.0,496.0,crit'air niveau 1,mexy,0.3887748117727584,1.6,hybrid
15799,diesel,manuelle,blanc,berline,loueur,non,58869.0,5.0,100.0,5,5,4.05,"1,798 m","1,44 m",1173.0,366.0,crit'air niveau 2,aix-en-provence,2.568104038329911,1.5,blue
15299,essence,manuelle,gris,berline,loueur,non,10981.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,saint-alban-leysse,2.0314852840520192,1.0,tce
12999,essence,manuelle,jaune,berline,particulier,non,3700.0,4.0,65.0,5,4,3.615,"1,646 m","1,541 m",900.0,219.0,crit'air niveau 1,créteil,2.9979466119096507,1.0,sce
19999,essence micro hybride,automatique,noir,suv,loueur,non,40995.0,7.0,140.0,5,5,4.568,"1,821 m","1,571 m",1261.0,513.0,,sains-en-gohelle,2.455852156057495,1.3,tce
16490,hybride,automatique,gris,suv,particulier,non,74376.0,5.0,94.0,5,5,4.568,"1,821 m","1,571 m",1435.0,480.0,crit'air niveau 1,saint-jean-de-soudain,4.090349075975359,1.6,e-tech
25299,essence,manuelle,gris,berline,particulier,oui,16477.0,5.0,102.0,3,4,3.863,"1,727 m","1,414 m",1155.0,211.0,crit'air niveau 1,nimes,3.274469541409993,one,102ch
28799,hybride,automatique,noir,suv,,non,8807.0,5.0,94.0,5,5,4.343,"1,921 m","1,616 m",1305.0,594.0,crit'air niveau 1,saint-alban-leysse,0.5201916495550992,1.6,hybrid
11499,essence,manuelle,blanc,berline,particulier,non,55618.0,4.0,75.0,5,5,4.055,"1,765 m","1,43 m",980.0,265.0,crit'air niveau 1,saint-cyr-sur-loire,4.386036960985626,1.2,puretech
27990,hybride,automatique,bleu,suv,loueur,non,36888.0,8.0,190.0,5,5,4.425,"1,835 m","1,625 m",1610.0,504.0,crit'air niveau 1,valence,1.7604380561259412,e-power,190ch
22299,electrique,automatique,noir,berline,société,non,15181.0,5.0,184.0,3,4,3.85,"1,727 m","1,432 m",1365.0,211.0,crit'air niveau 0,salon-de-provence,2.2039698836413417,cooper,se
30580,hybride rechargeable,automatique,gris,suv,société,oui,15352.0,8.0,150.0,5,5,4.5,"1,969 m","1,689 m",1770.0,600.0,crit'air niveau 1,charleville-mézières,1.6673511293634498,1.6,hybride
13248,essence,manuelle,jaune,berline,loueur,non,32535.0,5.0,102.0,5,5,4.055,"1,765 m","1,43 m",1102.0,265.0,crit'air niveau 1,chambéry,4.084873374401095,1.2,puretech
19980,essence,manuelle,gris,suv,loueur,non,11543.0,5.0,102.0,5,5,4.304,"1,775 m","1,55 m",1188.0,434.0,crit'air niveau 1,bourg-en-bresse,1.0924024640657084,1.2,100ch
12799,electrique,automatique,violet,berline,particulier,non,69537.0,4.0,109.0,5,5,4.087,"1,787 m","1,562 m",1502.0,338.0,crit'air niveau 0,saint-victoret,4.136892539356605,e-tech,life
12780,essence,automatique,rouge,suv,particulier,non,33751.0,7.0,128.0,5,5,4.159,"1,829 m","1,556 m",,350.0,crit'air niveau 1,albertville,6.179329226557153,1.2,puretech
32990,hybride,automatique,rouge,suv,particulier,non,15000.0,5.0,109.0,5,5,4.239,"1,797 m","1,575 m",1318.0,440.0,crit'air niveau 1,besancon,0.27104722792607805,1.8,e-tech
19499,essence micro hybride,automatique,gris,berline,loueur,non,29159.0,5.0,100.0,5,5,4.055,"1,765 m","1,43 m",1175.0,352.0,,grenoble,1.5003422313483916,1.2,hybrid
31990,hybride rechargeable,automatique,noir,suv,société,oui,10.0,5.0,98.0,5,5,4.545,"1,805 m","1,68 m",1900.0,626.0,crit'air niveau 1,mérignac,0.8788501026694046,2.4,mivec
13799,essence,manuelle,blanc,berline,loueur,non,51267.0,5.0,91.0,5,5,4.099,"1,848 m","1,535 m",1096.0,328.0,crit'air niveau 1,mexy,4.183436002737851,1.0,tce
21799,gpl,manuelle,gris,suv,particulier,non,6078.0,5.0,101.0,5,5,4.341,"1,804 m",,1214.0,478.0,crit'air niveau 1,dunkerque,1.3415468856947297,1.0,eco-g
12780,diesel,manuelle,jaune,berline,loueur,non,68593.0,5.0,102.0,5,5,3.996,"1,749 m","1,474 m",1090.0,300.0,crit'air niveau 2,chambéry,4.084873374401095,1.5,bluehdi
15499,gpl,manuelle,bleu,berline,loueur,non,12404.0,5.0,101.0,5,5,4.088,"1,848 m","1,499 m",1085.0,328.0,crit'air niveau 1,dunkerque,1.3415468856947297,1.0,eco-g
15108,essence,manuelle,gris,berline,loueur,non,19539.0,4.0,67.0,5,5,4.05,"1,798 m","1,44 m",953.0,391.0,crit'air niveau 1,valence,2.2505133470225873,1.0,sce
25997,essence micro hybride,automatique,bleu,berline,,non,25991.0,7.0,136.0,5,5,4.367,"1,859 m","1,441 m",1375.0,412.0,,bourgoin-jallieu,0.9062286105407256,1.2,hybrid
15980,electrique,automatique,rouge,berline,loueur,non,27248.0,4.0,136.0,5,5,4.055,"1,745 m","1,43 m",1455.0,265.0,crit'air niveau 0,rumilly,3.4715947980835042,e-208,136ch
17199,essence,manuelle,noir,berline,loueur,non,18817.0,6.0,114.0,5,5,4.359,"1,814 m","1,447 m",1122.0,473.0,crit'air niveau 1,longuenesse,3.646817248459959,1.0,tce
12899,gpl,manuelle,noir,berline,loueur,oui,83257.0,5.0,101.0,5,5,4.099,"1,848 m","1,535 m",1059.0,328.0,crit'air niveau 1,wormhout,3.030800821355236,1.0,eco-g
16499,essence,manuelle,gris,berline,loueur,non,11654.0,5.0,91.0,5,5,4.05,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,arras,1.842573579739904,1.0,tce
12299,electrique,automatique,blanc,berline,loueur,non,77107.0,4.0,109.0,5,5,4.087,"1,787 m","1,562 m",1502.0,338.0,crit'air niveau 0,laon,4.257357973990418,e-tech,business
22499,essence,manuelle,gris,berline,particulier,non,1832.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,troyes,0.6160164271047228,1.0,tce
