prix_ttc_eur,energie,boite_de_vitesses,couleur,type_vehicule,provenance,premiere_main,kilometrage,puissance_fiscale,puissance_reelle,portes,places,longueur,largeur,hauteur,poids,volume_coffre,air_quality_icon,ville,age_ans,marque,modele
15399,essence,manuelle,gris,berline,loueur,non,25596.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,châlons-en-champagne,2.31895961670089,1.0,tce
13499,gpl,manuelle,blanc,berline,loueur,non,48754.0,5.0,101.0,5,5,4.088,1.848,1.499,1055.0,328.0,crit'air niveau 1,marly,3.047227926078029,1.0,eco-g
15499,gpl,manuelle,gris,berline,loueur,oui,23490.0,5.0,101.0,5,5,4.099,1.848,1.535,1079.0,328.0,crit'air niveau 1,soissons,3.268993839835729,1.0,eco-g
16299,diesel,manuelle,orange,suv,société,oui,75704.0,6.0,109.0,5,5,4.3,1.77,1.55,1205.0,405.0,crit'air niveau 2,aix-en-provence,3.682409308692676,1.5,bluehdi
12499,essence,manuelle,blanc,berline,société,oui,13240.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,niort,2.193018480492813,1.2,puretech
13697,essence,manuelle,blanc,suv,société,oui,42000.0,6.0,110.0,5,5,4.16,1.756,1.597,1179.0,410.0,crit'air niveau 1,reims,3.36208076659822,puretech,110ch
30299,essence micro hybride,automatique,blanc,suv,société,non,50.0,7.0,136.0,5,5,4.304,1.815,1.55,1297.0,434.0,,avignon,0.17248459958932238,1.2,hybrid
15278,electrique,automatique,gris,berline,loueur,non,39933.0,4.0,136.0,5,5,4.055,1.765,1.43,1455.0,265.0,crit'air niveau 0,seynod,4.394250513347022,e-208,136ch
32499,hybride rechargeable,automatique,blanc,suv,société,non,5.0,5.0,98.0,5,5,4.545,1.805,1.68,1900.0,626.0,crit'air niveau 1,nanterre,0.865160848733744,2.4,mivec
17990,essence,manuelle,blanc,suv,loueur,non,25185.0,7.0,130.0,5,5,4.341,1.804,,1234.0,1478.0,crit'air niveau 1,seyssinet pariset,4.917180013689254,1.3,tce
29499,hybride,automatique,vert,suv,loueur,non,3365.0,5.0,94.0,5,5,4.343,1.921,1.616,1305.0,496.0,crit'air niveau 1,mexy,0.3915126625598905,1.6,hybrid
37990,essence micro hybride,automatique,gris,suv,société,oui,5000.0,7.0,136.0,5,5,4.542,1.934,1.641,1573.0,520.0,,champniers,0.46269678302532513,1.2,hybrid
39900,essence micro hybride,automatique,blanc,suv,,non,10.0,7.0,136.0,5,5,4.542,1.934,1.641,1573.0,520.0,,beauvais,0.17248459958932238,1.2,hybrid
19799,essence micro hybride,automatique,gris,suv,loueur,non,63902.0,7.0,140.0,5,5,4.568,1.821,1.571,1336.0,513.0,,sains-en-gohelle,4.257357973990418,1.3,tce
34499,essence micro hybride,automatique,gris,suv,société,non,4999.0,7.0,136.0,5,5,4.542,1.934,1.641,1573.0,520.0,,saint-cyr-sur-loire,0.6242299794661191,1.2,hybrid
17999,essence,manuelle,blanc,berline,société,non,60404.0,5.0,102.0,3,4,3.821,1.727,1.414,1140.0,211.0,crit'air niveau 1,poitiers,4.867898699520876,one,102ch
15499,essence,manuelle,gris,suv,particulier,non,81846.0,7.0,130.0,5,5,4.341,1.804,,1234.0,1478.0,crit'air niveau 1,lomme,4.42984257357974,1.3,tce
29999,essence micro hybride,automatique,bleu,suv,loueur,oui,10.0,7.0,136.0,5,5,4.304,1.815,1.55,1297.0,434.0,,clermont-ferrand,0.17248459958932238,1.2,hybrid
25799,hybride,automatique,rouge,suv,particulier,non,17961.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,dunkerque,0.6981519507186859,1.6,e-tech
28999,essence micro hybride,automatique,bi-ton,suv,société,non,50.0,7.0,136.0,5,5,4.304,1.815,1.55,1297.0,434.0,,avignon,0.17248459958932238,1.2,hybrid
18489,hybride,manuelle,blanc,,,non,49958.0,4.0,0.0,5,0,,,,,,crit'air niveau 1,albertville,2.43668720054757,e-c4,moteur
34999,essence micro hybride,automatique,bleu,suv,loueur,non,12.0,7.0,136.0,5,5,4.542,1.934,1.641,1573.0,520.0,,compiègne,0.4271047227926078,1.2,hybrid
15799,gpl,manuelle,vert,berline,loueur,non,7272.0,5.0,101.0,5,5,4.099,1.848,1.535,1079.0,328.0,crit'air niveau 1,magenta,2.513347022587269,1.0,eco-g
17499,gpl,manuelle,blanc,break,loueur,non,30000.0,5.0,101.0,5,5,4.547,1.784,1.629,1223.0,842.0,crit'air niveau 1,saint-avold,3.0171115674195756,1.0,eco-g
20979,essence micro hybride,automatique,noir,suv,loueur,non,20688.0,7.0,140.0,5,5,4.568,1.821,1.571,1261.0,513.0,,bourg-en-bresse,2.0561259411362083,1.3,tce
24999,hybride,automatique,rouge,suv,loueur,non,7707.0,5.0,94.0,5,5,4.568,1.82,1.571,1360.0,480.0,crit'air niveau 1,nanteuil-les-meaux,1.4373716632443532,1.6,e-tech
14579,essence,automatique,blanc,berline,loueur,non,88393.0,7.0,131.0,5,5,4.36,1.834,1.525,1278.0,380.0,crit'air niveau 1,chambéry,3.5071868583162216,puretech,130ch
12990,electrique,automatique,gris,berline,loueur,non,65633.0,4.0,136.0,5,5,4.055,1.765,1.43,1455.0,265.0,crit'air niveau 0,grenoble,5.256673511293634,e-208,136ch
24990,gpl,manuelle,blanc,suv,loueur,non,5615.0,5.0,101.0,5,5,4.343,1.921,1.616,1195.0,513.0,crit'air niveau 1,chauny,0.3750855578370979,1.0,eco-g
26999,hybride,automatique,blanc,suv,loueur,non,1578.0,5.0,94.0,5,5,4.343,1.921,1.616,1305.0,594.0,crit'air niveau 1,istres,0.6242299794661191,1.6,hybrid
17499,gpl,manuelle,vert,berline,loueur,non,12996.0,5.0,101.0,5,5,4.099,1.848,1.535,1079.0,328.0,crit'air niveau 1,nanteuil-les-meaux,0.676249144421629,1.0,eco-g
21690,essence,manuelle,gris,berline,loueur,non,7896.0,5.0,91.0,5,5,4.053,1.798,1.44,1007.0,391.0,crit'air niveau 1,pontarlier,0.7364818617385352,1.0,tce
29999,hybride,automatique,bleu,suv,particulier,oui,51099.0,10.0,181.0,5,5,4.447,1.841,1.624,1761.0,395.0,crit'air niveau 1,montluçon,3.586584531143053,hybrid,225ch
18999,essence micro hybride,automatique,jaune,berline,société,non,16108.0,5.0,100.0,5,5,4.055,1.765,1.43,1175.0,352.0,,chinon,1.3853524982888432,1.2,hybrid
26799,essence,automatique,blanc,berline,particulier,non,24849.0,7.0,136.0,5,5,4.023,1.727,1.425,1230.0,278.0,crit'air niveau 1,mérignac,3.0937713894592744,cooper,136ch
14990,essence,manuelle,jaune,berline,,non,15912.0,5.0,102.0,5,5,4.055,1.765,1.43,1090.0,352.0,crit'air niveau 1,charleville-mézières,1.5906913073237507,1.2,puretech
13490,essence,manuelle,blanc,berline,particulier,non,54303.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,besancon,2.4421629021218343,1.0,tce
25499,hybride,automatique,gris,suv,loueur,non,45779.0,10.0,181.0,5,5,4.447,1.841,1.624,1761.0,395.0,crit'air niveau 1,clermont-ferrand,3.5071868583162216,hybrid,225ch
16799,essence,manuelle,noir,berline,loueur,non,20589.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,coquelles,2.193018480492813,1.0,tce
15999,essence,manuelle,noir,berline,loueur,oui,13152.0,5.0,91.0,5,5,4.099,1.848,1.535,1021.0,328.0,crit'air niveau 1,fouquières-lès-béthune,1.5249828884325805,1.0,tce
14299,essence,manuelle,blanc,berline,particulier,non,41426.0,5.0,102.0,5,5,4.055,1.745,1.43,1090.0,265.0,crit'air niveau 1,saint-maximin,3.3374401095140316,1.2,puretech
23999,hybride,automatique,gris,suv,loueur,non,12145.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,arras,1.3442847364818618,1.6,e-tech
18810,essence,automatique,noir,suv,loueur,non,93380.0,7.0,131.0,5,5,4.447,1.841,1.624,1320.0,520.0,crit'air niveau 1,grenoble,3.5071868583162216,1.2,puretech
24999,essence,automatique,bleu,berline,particulier,oui,44477.0,7.0,136.0,5,5,4.023,1.727,1.425,1230.0,278.0,crit'air niveau 1,mérignac,3.2060232717316905,cooper,136ch
18980,essence,automatique,noir,suv,loueur,non,18125.0,7.0,131.0,5,5,4.3,1.77,1.55,1205.0,434.0,crit'air niveau 1,grenoble,2.513347022587269,1.2,puretech
19499,electrique,automatique,orange,suv,particulier,oui,30644.0,4.0,136.0,5,5,4.3,1.77,1.55,1548.0,405.0,crit'air niveau 0,champniers,3.3429158110882957,e-2008,136ch
18999,electrique,automatique,jaune,berline,loueur,non,17745.0,4.0,136.0,5,5,4.055,1.765,1.43,1455.0,265.0,crit'air niveau 0,salon-de-provence,2.088980150581793,e-208,136ch
32799,hybride rechargeable,automatique,gris,suv,société,oui,100.0,5.0,98.0,5,5,4.545,1.805,1.68,1900.0,626.0,crit'air niveau 1,bagneux,0.8733744010951403,2.4,mivec
12680,essence,manuelle,gris,berline,loueur,non,24965.0,4.0,75.0,5,5,4.055,1.745,1.43,980.0,265.0,crit'air niveau 1,chambéry,3.0171115674195756,1.2,puretech
15999,essence,manuelle,noir,berline,loueur,non,20146.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,coquelles,2.190280629705681,1.0,tce
14499,electrique,automatique,noir,berline,loueur,oui,57195.0,4.0,109.0,5,5,4.087,1.787,1.562,1502.0,338.0,crit'air niveau 0,mexy,3.920602327173169,e-tech,intens
23999,electrique,automatique,bi-ton,suv,,non,30000.0,4.0,218.0,5,5,4.199,1.86,1.501,1636.0,440.0,crit'air niveau 0,hazebrouck,2.921286789869952,e-tech,electric
27999,essence micro hybride,automatique,blanc,suv,société,oui,500.0,7.0,136.0,5,5,4.304,1.815,1.55,1297.0,434.0,,châtellerault,0.17248459958932238,1.2,hybrid
15499,electrique,automatique,bleu,berline,particulier,oui,36330.0,4.0,136.0,5,5,4.055,1.745,1.43,1455.0,265.0,crit'air niveau 0,châtellerault,3.4524298425735798,e-208,136ch
29999,essence micro hybride,automatique,bleu,suv,société,non,50.0,7.0,136.0,5,5,4.304,1.815,1.55,1297.0,434.0,,avignon,0.17248459958932238,1.2,hybrid
12799,essence,manuelle,blanc,berline,société,oui,25758.0,6.0,110.0,5,5,3.996,1.749,1.474,1090.0,300.0,crit'air niveau 1,niort,2.3436002737850785,1.2,puretech
11999,essence,manuelle,gris,berline,société,oui,42254.0,4.0,75.0,5,5,4.055,1.745,1.43,980.0,265.0,crit'air niveau 1,niort,2.863791923340178,1.2,puretech
11799,essence,manuelle,blanc,berline,société,oui,43281.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,niort,2.3381245722108144,1.2,puretech
19987,hybride rechargeable,automatique,gris,suv,particulier,non,27123.0,5.0,92.0,5,5,4.227,1.797,1.576,1564.0,379.0,crit'air niveau 1,besancon,3.436002737850787,1.6,e-tech
18999,essence micro hybride,automatique,jaune,berline,loueur,non,13514.0,5.0,100.0,5,5,4.055,1.765,1.43,1175.0,352.0,,charmeil,1.3114305270362765,1.2,hybrid
15499,essence,manuelle,blanc,berline,loueur,non,17734.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,hazebrouck,2.2642026009582477,1.0,tce
17999,essence,manuelle,gris,berline,société,non,10268.0,6.0,110.0,5,5,4.099,1.848,1.535,1031.0,328.0,crit'air niveau 1,saint-alban-leysse,1.5770020533880904,1.0,tce
29499,diesel,automatique,,suv,société,non,7852.0,7.0,131.0,5,5,4.447,1.906,1.624,1429.0,520.0,crit'air niveau 2,serres-castet,1.4264202600958247,1.5,bluehdi
20499,gpl,manuelle,brun,break,loueur,non,23125.0,5.0,101.0,5,7,4.547,1.784,1.632,1291.0,712.0,crit'air niveau 1,metz,1.4236824093086926,1.0,eco-g
18299,essence,manuelle,bi-ton,suv,société,non,14092.0,5.0,100.0,5,5,4.015,1.755,1.577,,310.0,crit'air niveau 1,poitiers,1.0075290896646132,1.2,puretech
12299,electrique,automatique,rouge,berline,société,non,39639.0,4.0,109.0,5,5,4.087,1.787,1.562,1502.0,338.0,crit'air niveau 0,loison-sous-lens,4.336755646817249,e-tech,life
24299,hybride,automatique,noir,suv,particulier,non,12138.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,dunkerque,2.3408624229979464,1.6,e-tech
16300,electrique,automatique,blanc,berline,société,non,23359.0,4.0,109.0,5,5,4.087,1.787,1.562,1427.0,338.0,crit'air niveau 0,valence,3.345653661875428,e-tech,evolution
16299,essence,automatique,blanc,berline,loueur,non,4117.0,5.0,102.0,5,5,4.055,1.765,1.43,1133.0,265.0,crit'air niveau 1,poitiers,2.001368925393566,1.2,puretech
17299,diesel,manuelle,,berline,particulier,non,51308.0,5.0,100.0,5,5,4.05,1.798,1.44,1173.0,366.0,crit'air niveau 2,coquelles,1.3853524982888432,1.5,blue
16299,essence,manuelle,gris,berline,particulier,non,25452.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,dunkerque,3.4223134839151266,1.0,tce
16999,essence,manuelle,bi-ton,suv,,non,17792.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,bagneux,2.86652977412731,1.0,tce
16276,gpl,manuelle,noir,berline,loueur,non,6887.0,5.0,100.0,5,5,4.053,1.798,1.44,1086.0,318.0,crit'air niveau 1,vienne,1.538672142368241,1.0,eco-g
28477,hybride,automatique,bleu,suv,loueur,non,6521.0,5.0,94.0,5,5,4.568,1.82,1.571,1360.0,480.0,crit'air niveau 1,bourgoin-jallieu,1.5550992470910336,1.6,e-tech
11999,electrique,automatique,bleu,berline,loueur,non,47480.0,4.0,109.0,5,5,4.087,1.787,1.562,1502.0,338.0,crit'air niveau 0,metz,4.427104722792608,e-tech,life
25799,electrique,automatique,gris,suv,société,non,21464.0,4.0,218.0,5,5,4.2,1.86,1.501,1636.0,440.0,crit'air niveau 0,istres,2.0533880903490758,e-tech,electric
22999,electrique,automatique,noir,suv,société,non,41197.0,4.0,218.0,5,5,4.199,1.86,1.501,1636.0,440.0,crit'air niveau 0,sequedin,3.36208076659822,e-tech,electric
29990,hybride,automatique,gris,suv,loueur,non,8641.0,5.0,94.0,5,5,4.568,1.82,1.571,1360.0,480.0,crit'air niveau 1,reims,0.33127994524298426,1.6,e-tech
19278,essence,automatique,gris,suv,loueur,non,32724.0,8.0,156.0,5,5,4.3,1.77,1.55,1205.0,405.0,crit'air niveau 1,chambéry,4.676249144421629,1.2,puretech
31999,hybride rechargeable,automatique,blanc,suv,loueur,non,172.0,5.0,98.0,5,5,4.545,1.805,1.68,1900.0,626.0,crit'air niveau 1,thonon-les-bains,0.8733744010951403,2.4,mivec
14698,essence,manuelle,gris,berline,société,non,23787.0,4.0,67.0,5,5,4.05,1.798,1.44,953.0,391.0,crit'air niveau 1,valence,2.1738535249828885,1.0,sce
15499,diesel,manuelle,rouge,berline,société,non,55209.0,5.0,102.0,5,5,4.055,1.745,1.43,1090.0,265.0,crit'air niveau 2,saint-cyr-sur-loire,2.7871321013004793,1.5,bluehdi
14999,essence,manuelle,blanc,berline,auto-école,non,61834.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,magenta,1.5578370978781657,1.0,tce
10780,essence,manuelle,blanc,berline,société,oui,14351.0,4.0,83.0,5,5,3.996,1.749,1.474,,300.0,crit'air niveau 1,charleville-mézières,5.086926762491444,1.2,puretech
26497,essence micro hybride,automatique,gris,berline,loueur,non,16239.0,7.0,136.0,5,5,4.367,1.859,1.441,1375.0,412.0,,chambéry,1.0732375085557837,1.2,hybrid
11999,electrique,automatique,blanc,berline,particulier,oui,39869.0,4.0,109.0,5,5,4.087,1.787,1.562,1502.0,338.0,crit'air niveau 0,maizières-la-grande-paroisse,4.610540725530458,e-tech,life
25299,hybride,automatique,rouge,suv,loueur,oui,18318.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,laon,2.3627652292950034,1.6,e-tech
23980,diesel,automatique,gris,berline,loueur,oui,24400.0,7.0,131.0,5,5,4.36,1.834,1.525,1324.0,380.0,crit'air niveau 2,reims,1.4565366187542779,1.5,bluehdi
17490,essence,automatique,noir,suv,loueur,non,59064.0,7.0,131.0,5,5,4.3,1.77,1.55,1205.0,405.0,crit'air niveau 1,seynod,3.189596167008898,1.2,puretech
24999,gpl,manuelle,gris,suv,loueur,non,1343.0,5.0,101.0,5,5,4.343,1.921,1.616,1195.0,513.0,crit'air niveau 1,troyes,0.3531827515400411,1.0,eco-g
16999,essence,manuelle,gris,suv,société,non,18061.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,troyes,1.6947296372347707,1.0,tce
11499,gpl,manuelle,blanc,berline,particulier,non,62846.0,5.0,101.0,5,5,4.088,1.848,1.499,1032.0,328.0,crit'air niveau 1,laon,3.802874743326489,1.0,eco-g
15999,electrique,automatique,bleu,berline,loueur,oui,49555.0,4.0,136.0,5,5,4.055,1.745,1.43,1455.0,265.0,crit'air niveau 0,salon-de-provence,3.2881587953456535,e-208,136ch
15490,gpl,manuelle,blanc,berline,particulier,non,23967.0,5.0,101.0,5,5,4.099,1.848,1.535,1059.0,328.0,crit'air niveau 1,hazebrouck,1.1718001368925393,1.0,eco-g
15899,essence,manuelle,gris,berline,loueur,oui,10950.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,nieppe,2.2861054072553046,1.0,tce
25999,electrique,automatique,blanc,suv,société,non,18405.0,4.0,218.0,5,5,4.199,1.86,1.501,1636.0,440.0,crit'air niveau 0,coquelles,3.028062970568104,e-tech,electric
14665,essence,manuelle,gris,berline,loueur,non,10447.0,6.0,110.0,5,5,3.996,1.749,1.474,1090.0,300.0,crit'air niveau 1,chambéry,1.5906913073237507,1.2,puretech
12739,essence,manuelle,bi-ton,berline,loueur,non,15592.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,dizy,2.439425051334702,1.2,essence
14999,essence,manuelle,gris,berline,société,oui,24267.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,niort,2.21492128678987,1.0,tce
23499,hybride,automatique,blanc,suv,loueur,non,54895.0,5.0,94.0,5,5,4.568,1.821,1.571,1360.0,480.0,crit'air niveau 1,laon,2.6858316221765914,1.6,e-tech
34987,hybride,automatique,bi-ton,suv,loueur,non,16500.0,8.0,190.0,5,5,4.425,1.835,1.625,1610.0,504.0,crit'air niveau 1,vénissieux,1.0622861054072552,e-power,190ch
22299,hybride,automatique,bi-ton,suv,particulier,oui,17880.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,nieppe,3.1156741957563314,1.6,e-tech
17799,gpl,manuelle,gris,suv,particulier,non,44296.0,5.0,101.0,5,5,4.341,1.804,,1214.0,1478.0,crit'air niveau 1,longuenesse,3.0663928815879533,1.0,eco-g
12280,diesel,manuelle,blanc,berline,loueur,non,81421.0,5.0,102.0,5,5,3.996,1.749,1.474,1086.0,300.0,crit'air niveau 2,eybens,3.2854209445585214,1.5,bluehdi
23499,essence bioéthanol,manuelle,blanc,suv,particulier,oui,10166.0,6.0,125.0,5,5,4.186,1.805,1.537,1205.0,456.0,,coignières,2.2039698836413417,1.0,flexifuel
17990,essence,manuelle,blanc,suv,,non,22289.0,5.0,102.0,5,5,4.304,1.775,1.55,1188.0,434.0,crit'air niveau 1,grenoble,1.5030800821355237,1.2,puretech
17999,essence bioéthanol,manuelle,blanc,suv,société,oui,46625.0,6.0,125.0,5,5,4.186,1.805,1.537,1205.0,456.0,,vitry-sur-seine,3.589322381930185,1.0,flexifuel
29799,hybride,automatique,gris,suv,,non,10500.0,10.0,181.0,5,5,4.447,1.841,1.624,1761.0,395.0,crit'air niveau 1,poitiers,3.373032169746749,hybrid,225ch
23499,hybride,automatique,noir,suv,société,oui,37700.0,10.0,181.0,5,5,4.447,1.841,1.624,1761.0,395.0,crit'air niveau 1,bassussarry,3.9315537303216974,hybrid,225ch
21499,hybride,automatique,orange,berline,particulier,non,20150.0,5.0,91.0,5,5,4.053,1.798,1.44,1163.0,301.0,crit'air niveau 1,rezé,1.3470225872689938,1.6,e-tech
13280,essence,manuelle,jaune,berline,loueur,non,23228.0,4.0,75.0,5,5,4.055,1.745,1.43,980.0,265.0,crit'air niveau 1,chambéry,2.3819301848049284,1.2,puretech
11899,electrique,automatique,blanc,berline,,non,47582.0,4.0,109.0,5,5,4.087,1.787,1.562,1502.0,338.0,crit'air niveau 0,lomme,4.936344969199179,life,charge
19309,essence,manuelle,gris,suv,loueur,non,22395.0,5.0,102.0,5,5,4.304,1.775,1.55,1188.0,434.0,crit'air niveau 1,grenoble,1.0841889117043122,1.2,100ch
12799,electrique,automatique,gris,berline,loueur,non,32623.0,4.0,109.0,5,5,4.087,1.787,1.562,1502.0,338.0,crit'air niveau 0,arras,4.112251882272417,e-tech,life
30479,essence micro hybride,automatique,noir,suv,loueur,non,25228.0,7.0,136.0,5,5,4.542,1.895,1.641,1573.0,520.0,,bourg-en-bresse,1.1690622861054072,1.2,hybrid
20299,essence micro hybride,manuelle,gris,suv,particulier,non,25922.0,7.0,140.0,5,5,4.227,1.797,1.576,1172.0,536.0,,terville,2.346338124572211,1.3,tce
13779,essence,manuelle,blanc,suv,loueur,non,78986.0,5.0,102.0,5,5,4.3,1.77,1.55,1192.0,405.0,crit'air niveau 1,la ravoire,4.342231348391513,1.2,puretech
22899,diesel,automatique,gris,berline,loueur,non,25737.0,6.0,115.0,5,5,4.359,1.814,1.447,1376.0,394.0,crit'air niveau 2,annemasse,1.6125941136208077,1.5,blue
23499,hybride,automatique,gris,berline,loueur,non,8971.0,5.0,91.0,5,5,4.053,1.798,1.44,1163.0,301.0,crit'air niveau 1,nanteuil-les-meaux,0.7282683093771389,1.6,e-tech
11180,essence,manuelle,gris,berline,particulier,non,67231.0,5.0,90.0,5,5,4.089,1.733,1.559,1040.0,320.0,crit'air niveau 1,romans-sur-isère,5.806981519507187,0.9,tce
15690,essence,automatique,noir,suv,particulier,non,80201.0,7.0,131.0,5,5,4.447,1.841,1.624,1270.0,520.0,crit'air niveau 1,charleville-mézières,6.1738535249828885,1.2,puretech
20499,essence micro hybride,automatique,noir,suv,loueur,oui,23136.0,7.0,140.0,5,5,4.568,1.821,1.571,1261.0,513.0,,roncq,2.513347022587269,1.3,tce
15999,essence,manuelle,bleu,berline,loueur,oui,19334.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,maizières-la-grande-paroisse,2.2340862422997945,1.0,tce
21999,essence micro hybride,automatique,noir,suv,particulier,non,29100.0,7.0,140.0,5,5,4.568,1.821,1.571,1261.0,513.0,,dunkerque,3.863107460643395,1.3,tce
24499,hybride,automatique,blanc,suv,particulier,oui,66712.0,10.0,181.0,5,5,4.447,1.841,1.624,1761.0,395.0,crit'air niveau 1,niort,3.5318275154004106,hybrid,225ch
18980,essence micro hybride,manuelle,bi-ton,suv,loueur,non,68693.0,7.0,140.0,5,5,4.227,1.797,1.576,1247.0,536.0,,davezieux,3.0855578370978782,1.3,tce
22299,essence,manuelle,bleu,berline,loueur,non,3649.0,5.0,91.0,5,5,4.053,1.798,1.44,1007.0,391.0,crit'air niveau 1,laon,0.6625598904859685,1.0,tce
27499,essence micro hybride,automatique,gris,suv,,oui,500.0,7.0,136.0,5,5,4.304,1.815,1.55,1297.0,434.0,,saint-cyr-sur-loire,0.33675564681724846,1.2,hybrid
30999,essence micro hybride,automatique,bleu,suv,société,non,21867.0,7.0,136.0,5,5,4.542,1.934,1.641,1573.0,520.0,,chambray-lès-tours,0.810403832991102,1.2,hybrid
13799,essence,manuelle,blanc,berline,loueur,non,20177.0,5.0,102.0,5,5,4.055,1.745,1.43,1090.0,265.0,crit'air niveau 1,charleville-mézières,2.5872689938398357,1.2,puretech
26999,hybride,automatique,gris,suv,loueur,non,10467.0,5.0,94.0,5,5,4.343,1.921,1.616,1305.0,594.0,crit'air niveau 1,thonon-les-bains,1.1389459274469542,1.6,hybrid
17999,essence,manuelle,gris,suv,société,oui,7229.0,5.0,101.0,5,5,4.015,1.755,1.567,1151.0,328.0,crit'air niveau 1,niort,0.947296372347707,1.2,turbo
16499,essence,manuelle,gris,berline,société,non,17757.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,reims,2.346338124572211,1.0,tce
27999,hybride,automatique,gris,suv,société,non,11846.0,5.0,94.0,5,5,4.239,1.797,1.575,1295.0,440.0,crit'air niveau 1,créteil,0.6981519507186859,1.6,e-tech
15999,essence,manuelle,noir,suv,particulier,non,21050.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,hazebrouck,3.759069130732375,1.0,tce
30499,hybride,automatique,rouge,suv,loueur,non,16815.0,5.0,94.0,5,5,4.239,1.797,1.575,1295.0,440.0,crit'air niveau 1,chauny,0.7282683093771389,1.6,e-tech
17499,diesel,manuelle,orange,berline,auto-école,oui,34770.0,5.0,100.0,5,5,4.053,1.798,1.44,1173.0,366.0,crit'air niveau 2,reims,1.5359342915811087,1.5,blue
22999,hybride,automatique,bi-ton,suv,loueur,non,31345.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,magenta,1.9247091033538672,1.6,e-tech
20999,essence bioéthanol,manuelle,gris,suv,particulier,non,21852.0,6.0,125.0,5,5,4.186,1.805,1.537,1205.0,456.0,,cambrai,2.7624914442162902,1.0,flexifuel
15490,diesel,manuelle,bleu,berline,particulier,non,47019.0,5.0,100.0,5,5,4.05,1.798,1.44,1173.0,366.0,crit'air niveau 2,davezieux,3.3648186173853527,1.5,blue
20380,diesel,manuelle,gris,suv,particulier,oui,67653.0,7.0,131.0,5,5,4.5,1.969,1.689,1430.0,580.0,crit'air niveau 2,eybens,4.588637919233402,bluehdi,130ch
14279,essence,manuelle,gris,suv,loueur,non,34131.0,6.0,110.0,5,5,4.16,1.756,1.597,1179.0,410.0,crit'air niveau 1,eybens,4.506502395619439,puretech,110ch
13459,essence,manuelle,blanc,berline,loueur,oui,19400.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,reims,2.433949349760438,1.2,puretech
14299,gpl,manuelle,blanc,suv,particulier,non,39109.0,5.0,101.0,5,5,4.341,1.804,,1252.0,1478.0,crit'air niveau 1,nanteuil-les-meaux,4.361396303901437,1.0,eco-g
23299,hybride rechargeable,automatique,rouge,suv,loueur,oui,42795.0,5.0,98.0,5,5,4.545,1.805,1.68,1900.0,626.0,crit'air niveau 1,liévin,2.7405886379192332,2.4,mivec
21980,hybride,automatique,bleu,berline,loueur,non,28803.0,5.0,91.0,5,5,4.053,1.798,1.44,1198.0,301.0,crit'air niveau 1,chambéry,2.1574264202600957,1.6,e-tech
22299,hybride,automatique,noir,utilitaire,loueur,non,18314.0,5.0,143.0,5,2,4.053,1.798,1.44,1260.0,,crit'air niveau 1,liévin,0.7282683093771389,1.6,e-tech
12217,essence,manuelle,blanc,berline,loueur,oui,17200.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,reims,2.7679671457905544,1.2,puretech
16499,electrique,automatique,violet,berline,particulier,oui,42933.0,4.0,136.0,5,5,4.087,1.787,1.562,1427.0,338.0,crit'air niveau 0,troyes,3.3018480492813143,e-tech,techno
